ip,hostname,city,region,country,loc,org,postal,timezone,anycast
66.63.232.176,inet-66-63-232-176.industryinet.com,Bellville,Texas,US,"29.9502,-96.2572","AS32262 Industry I-Net, Inc.",77418,America/Chicago,
137.119.87.87,137-119-87-87.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
61.93.102.55,061093102055.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
59.148.149.149,059148149149.ctinets.com,Yuen Long Kau Hui,Yuen Long,HK,"22.4500,114.0333",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
183.178.191.41,183178191041.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
38.125.206.115,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
119.247.227.173,119247227173.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
216.134.236.55,,Yellville,Arkansas,US,"36.2262,-92.6849",AS18943 YELCOT TELEPHONE COMPANY,72687,America/Chicago,
17.253.75.203,jposa3-vip-bx-003.aaplimg.com,Osaka,Ōsaka,JP,"34.6866,135.5196",AS6185 Apple Inc.,540-0008,Asia/Tokyo,
124.177.6.93,cpe-124-177-6-93.qb10.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
183.179.238.23,183179238023.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
124.187.84.229,cpe-124-187-84-229.qb01.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
69.58.130.140,,Molalla,Oregon,US,"45.1473,-122.5770",AS18516 Molalla Communications Systems Inc.,97038,America/Los_Angeles,
104.190.140.202,104-190-140-202.lightspeed.austtx.sbcglobal.net,Hutto,Texas,US,"30.5427,-97.5467","AS7018 AT&T Services, Inc.",78634,America/Chicago,
124.176.251.190,cpe-124-176-251-190.qb09.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
71.82.98.115,071-082-098-115.res.spectrum.com,Fenton,Michigan,US,"42.7978,-83.7049",AS20115 Charter Communications,48430,America/Detroit,
67.207.252.110,110-252-207-67-in-addr-arpa.brightok.net,Lone Grove,Oklahoma,US,"34.1754,-97.2628",AS8025 BrightNet Oklahoma,73443,America/Chicago,
92.202.108.185,fp5cca6cb9.ibra302.ap.nuro.jp,Naka,Ibaraki,JP,"36.0756,140.1882",AS2527 Sony Network Communications Inc.,300-0812,Asia/Tokyo,
67.249.1.98,cpe-67-249-1-98.twcny.res.rr.com,Potsdam,New York,US,"44.6592,-74.9681",AS11351 Charter Communications Inc,13676,America/New_York,
17.253.127.43,usdal4-edge-bx-022.b.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
165.23.204.145,165-23-204-145-dynamic.midco.net,Lawrence,Kansas,US,"39.0289,-95.2086",AS11232 Midcontinent Communications,66044,America/Chicago,
155.4.61.8,h-155-4-61-8.a980.priv.bahnhof.se,Stockholm,Stockholm,SE,"59.3294,18.0687",AS8473 Bahnhof AB,100 05,Europe/Stockholm,
99.148.90.121,99-148-90-121.lightspeed.dttnmi.sbcglobal.net,Flint,Michigan,US,"43.0125,-83.6875","AS7018 AT&T Services, Inc.",48502,America/Detroit,
45.33.34.218,li984-218.members.linode.com,Fremont,California,US,"37.5483,-121.9886",AS63949 Akamai Connected Cloud,94536,America/Los_Angeles,
47.37.86.21,047-037-086-021.res.spectrum.com,Fort Worth,Texas,US,"32.7714,-97.2915",AS20115 Charter Communications,76101,America/Chicago,
14.136.232.67,014136232067.static.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS10103 HK Broadband Network Ltd.,,Asia/Hong_Kong,
62.220.178.128,62-220-178-128.cust.bredband2.com,Halmstad,Halland,SE,"56.6745,12.8568",AS29518 Bredband2 AB,300 04,Europe/Stockholm,
85.166.172.8,ti0117a400-7407.bb.online.no,Moss,Viken,NO,"59.4340,10.6577",AS2119 Telenor Norge AS,1515,Europe/Oslo,
208.123.248.91,dsl-248-91.geneseo.net,Geneseo,Illinois,US,"41.4481,-90.1543",AS15129 Geneseo Telephone Company,61254,America/Chicago,
17.253.14.131,defra1-edge-get-010.a.aaplimg.com,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS6185 Apple Inc.,60306,Europe/Berlin,
210.6.101.237,210006101237.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
58.169.78.173,cpe-58-169-78-173.wb02.wa.asp.telstra.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS1221 Telstra Corporation Ltd,6000,Australia/Perth,
208.123.245.21,dsl-245-21.geneseo.net,Geneseo,Illinois,US,"41.4481,-90.1543",AS15129 Geneseo Telephone Company,61254,America/Chicago,
58.177.130.166,058177130166.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.27.87,uschi5-edge-bx-019.b.aaplimg.com,Chicago,Illinois,US,"41.8500,-87.6500",AS6185 Apple Inc.,60666,America/Chicago,
58.172.2.206,cpe-58-172-2-206.tb02.tas.asp.telstra.net,Hobart,Tasmania,AU,"-42.8794,147.3294",AS1221 Telstra Corporation Ltd,7000,Australia/Hobart,
17.253.1.31,ussjc9-edge-bx-008.aaplimg.com,San Jose,California,US,"37.3394,-121.8950",AS6185 Apple Inc.,95103,America/Los_Angeles,
160.86.11.10,fpa0560b0a.aicf301.ap.nuro.jp,Toyota,Aichi,JP,"35.0833,137.1500",AS2527 Sony Network Communications Inc.,480-0134,Asia/Tokyo,
99.116.164.151,99-116-164-151.lightspeed.miamfl.sbcglobal.net,Islamorada,Florida,US,"24.9243,-80.6278","AS7018 AT&T Services, Inc.",33036,America/New_York,
1.158.98.47,cpe-1-158-98-47.nb14.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
61.239.136.110,061239136110.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
180.150.122.89,180-150-122-89.b4967a.per.nbn.aussiebb.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS4764 Aussie Broadband,6000,Australia/Perth,
167.89.207.146,,Van,Texas,US,"32.5249,-95.6372",AS40317 Peoples Communications Inc.,75790,America/Chicago,
141.66.193.141,apc.fiz-karlsruhe.de,Karlsruhe,Baden-Wurttemberg,DE,"49.0094,8.4044",AS13040 FIZ Karlsruhe - Leibniz-Institut fuer Informationsinfrastruktur GmbH,76133,Europe/Berlin,
76.179.65.74,cpe-76-179-65-74.maine.res.rr.com,Arundel,Maine,US,"43.3826,-70.4778",AS11351 Charter Communications Inc,04046,America/New_York,
167.89.250.38,,Travis Ranch,Texas,US,"32.8036,-96.4735",AS40317 Peoples Communications Inc.,75126,America/Chicago,
180.163.69.100,,Shanghai,Shanghai,CN,"31.2222,121.4581",AS4812 China Telecom (Group),,Asia/Shanghai,
144.134.93.128,cpe-144-134-93-128.qb05.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
159.196.213.214,,Sydney,New South Wales,AU,"-33.8678,151.2073",AS4764 Aussie Broadband,1001,Australia/Sydney,
62.138.212.252,,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
118.241.218.240,fp76f1daf0.tkyc603.ap.nuro.jp,Kodaira,Tokyo,JP,"35.7260,139.4851",AS2527 Sony Network Communications Inc.,344-0105,Asia/Tokyo,
101.189.11.172,cpe-101-189-11-172.wb06.wa.asp.telstra.net,Perth,Western Australia,AU,"-31.9522,115.8614",AS1221 Telstra Corporation Ltd,6000,Australia/Perth,
64.253.72.202,inet-64-253-72-202.industryinet.com,Industry,Texas,US,"29.9134,-96.4961","AS32262 Industry I-Net, Inc.",78950,America/Chicago,
167.89.210.171,,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
77.71.70.74,ip-74-70-71-77.varnalan.com,Devnya,Varna,BG,"43.2222,27.5694",AS29687 Geodim Ltd.,9160,Europe/Sofia,
98.29.146.157,mta-98-29-146-157.columbus.rr.com,Lewisburg,Ohio,US,"39.8462,-84.5397",AS10796 Charter Communications Inc,45338,America/New_York,
154.27.24.247,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
119.247.165.207,119247165207.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
104.244.119.48,mcfiuu.myakkatech.com,Utopia,Florida,US,"27.2901,-82.3601","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
91.250.94.95,n91-250-94-95.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
185.60.97.243,,Braunschweig,Lower Saxony,DE,"52.2659,10.5267",AS205505 Volkswagen Financial Services AG,38100,Europe/Berlin,
62.150.124.126,xdsl-62-150-124-126.qualitynet.net,Al Funayţīs,Mubārak al Kabīr,KW,"29.2253,48.1017",AS9155 Quality Net General Trading & Contracting Company,,Asia/Kuwait,
210.187.193.100,as-193-100.tm.net.my,Kuala Lumpur,Kuala Lumpur,MY,"3.1412,101.6865",AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,50050,Asia/Kuala_Lumpur,
96.40.75.41,096-040-075-041.res.spectrum.com,Saint Helen,Michigan,US,"44.3636,-84.4103",AS20115 Charter Communications,48656,America/Detroit,
211.194.202.242,,Gyeongju,Gyeongsangbuk-do,KR,"35.8428,129.2117",AS4766 Korea Telecom,38136,Asia/Seoul,
38.125.229.193,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
218.149.153.73,,Gwangju,Gwangju,KR,"35.1547,126.9156",AS4766 Korea Telecom,61240,Asia/Seoul,
72.249.231.106,,Naturita,Colorado,US,"38.2183,-108.5687",AS30688 FastTrack Communications Inc.,81422,America/Denver,
202.142.54.101,202-142-54-101.tpgi.com.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS7545 TPG Telecom Limited,3000,Australia/Melbourne,
156.146.28.152,,Reno,Nevada,US,"39.4972,-119.7764",AS398194 Uprise LLC,89502,America/Los_Angeles,
137.119.127.41,137-119-127-41.peoplescom.net,Forney,Texas,US,"32.7482,-96.4719",AS40317 Peoples Communications Inc.,75126,America/Chicago,
61.92.158.101,061092158101.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
167.89.207.85,,Van,Texas,US,"32.5249,-95.6372",AS40317 Peoples Communications Inc.,75790,America/Chicago,
119.18.7.64,119-18-7-64.771207.syd.nbn.aussiebb.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS4764 Aussie Broadband,1001,Australia/Sydney,
207.43.76.71,207-43-76-71.web-access.net,Coleman,Texas,US,"31.8274,-99.4265",AS18618 west central wireless,76834,America/Chicago,
101.191.149.19,cpe-101-191-149-19.nb13.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
61.16.90.250,,Singapore,Singapore,SG,"1.2933,103.8550",AS23856 SPTEL PTE. LTD.,189562,Asia/Singapore,
61.16.90.94,,Singapore,Singapore,SG,"1.2933,103.8550",AS23856 SPTEL PTE. LTD.,189562,Asia/Singapore,
43.239.221.102,,Ho Chi Minh City,Ho Chi Minh,VN,"10.8230,106.6296",AS45899 VNPT Corp,71606,Asia/Ho_Chi_Minh,
147.69.148.55,cpe-147-69-148-55.tdbp-r-031.bat.tas.bigpond.net.au,Perth,Western Australia,AU,"-31.9522,115.8614",AS1221 Telstra Corporation Ltd,6000,Australia/Perth,
195.32.117.113,host113-117-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
121.209.174.19,cpe-121-209-174-19.nb04.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
101.190.62.24,cpe-101-190-62-24.nb16.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
61.92.227.107,061092227107.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
63.175.3.182,,Coleman,Texas,US,"31.8274,-99.4265",AS18618 west central wireless,76834,America/Chicago,
185.60.96.221,,Braunschweig,Lower Saxony,DE,"52.2659,10.5267",AS205505 Volkswagen Financial Services AG,38100,Europe/Berlin,
23.227.240.173,,Los Angeles,California,US,"34.0522,-118.2437","AS23316 Bel Air Internet, LLC",90009,America/Los_Angeles,
104.244.116.81,mcfiuu.myakkatech.com,Utopia,Florida,US,"27.2901,-82.3601","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
67.210.190.117,67-210-190-117.fidnet.com,Gerald,Missouri,US,"38.3998,-91.3307",AS11976 Fidelity Communication International Inc.,63037,America/Chicago,
58.161.26.31,cpe-58-161-26-31.nb16.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
14.199.96.63,014199096063.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
154.27.24.68,,New York City,New York,US,"40.7185,-74.0025","AS29852 Honest Networks, LLC",10013,America/New_York,
17.253.117.3,twtpe2-edge-bx-002.aaplimg.com,Taipei,Taiwan,TW,"25.0478,121.5319",AS6185 Apple Inc.,,Asia/Taipei,
126.91.171.8,softbank126091171008.bbtec.net,Osaka,Ōsaka,JP,"34.6937,135.5022",AS17676 SoftBank Corp.,543-0062,Asia/Tokyo,
155.137.142.189,155137142189.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
17.253.3.49,usnyc3-edge-bx-002.a.aaplimg.com,New York City,New York,US,"40.7143,-74.0060",AS6185 Apple Inc.,10001,America/New_York,
185.36.51.129,,Oslo,Oslo,NO,"59.9127,10.7461",AS200139 Statens Vegvesen,0001,Europe/Oslo,
61.93.188.203,061093188203.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
173.224.18.36,173-224-18-36.ptcnet.net,Pierce,Nebraska,US,"42.1992,-97.5267","AS46328 Four-U Technologies, LLC",68767,America/Chicago,
119.247.187.52,119247187052.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
176.28.29.149,n176-28-29-149.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
77.241.20.67,,Kursk,Kursk Oblast,RU,"51.7373,36.1874",AS42277 Limited liability company Kursktelecom,305000,Europe/Moscow,
210.50.177.216,210-50-177-216.sta.wbroadband.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS9443 Vocus Retail,1001,Australia/Sydney,
17.253.127.45,usdal4-edge-bx-023.a.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
195.32.118.23,host23-118-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
98.27.52.61,cpe-98-27-52-61.nc.res.rr.com,Chapel Hill,North Carolina,US,"35.9182,-79.0035",AS11426 Charter Communications Inc,27517,America/New_York,
73.63.174.87,c-73-63-174-87.hsd1.ca.comcast.net,San Francisco,California,US,"37.7725,-122.4147","AS7922 Comcast Cable Communications, LLC",94103,America/Los_Angeles,
111.220.26.133,133.26.220.111.sta.wbroadband.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS9443 Vocus Retail,1001,Australia/Sydney,
91.250.94.85,n91-250-94-85.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
194.4.120.185,,Grande-Synthe,Hauts-de-France,FR,"51.0154,2.2997",AS44902 Covage Infra SASU,59760,Europe/Paris,
46.117.80.53,46-117-80-53.bb.netvision.net.il,Reẖovot,Central District,IL,"31.8942,34.8120",AS1680 Cellcom Fixed Line Communication L.P,,Asia/Jerusalem,
120.154.207.171,cpe-120-154-207-171.qb07.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
72.138.244.196,cpe688f2e0bb203-cm688f2e0bb200.cpe.net.fido.ca,Brampton,Ontario,CA,"43.6834,-79.7663",AS812 Rogers Communications Canada Inc.,L6V,America/Toronto,
178.77.121.28,n178-77-121-28.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
157.203.59.22,,London,England,GB,"51.5085,-0.1257",AS21369 Atos IT Services UK Ltd,EC1A,Europe/London,
167.89.217.158,,Mount Vernon,Texas,US,"33.1887,-95.2213",AS40317 Peoples Communications Inc.,75457,America/Chicago,
195.32.8.144,host144-8-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
162.255.187.205,205.187.255.162.in-addr.arpa.dsldhcp.westco.net,Cassville,West Virginia,US,"39.6656,-80.0637",AS40794 Westco Internet,26527,America/New_York,
132.147.206.124,132.147.206.124.marktwain.net,Palmyra,Missouri,US,"39.7942,-91.5232",AS10750 Mark Twain Rural Telephone Co.,63461,America/Chicago,
121.210.222.34,cpe-121-210-222-34.qb04.qld.asp.telstra.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
199.73.107.173,,Bonita Springs,Florida,US,"26.3771,-81.7334",AS23314 Summit Broadband,34135,America/New_York,
201.103.135.31,dsl-201-103-135-31-dyn.prod-infinitum.com.mx,Mexico City,Mexico City,MX,"19.4285,-99.1277",AS8151 UNINET,03020,America/Mexico_City,
39.170.43.69,,Hangzhou,Zhejiang,CN,"30.2936,120.1614",AS56041 China Mobile communications corporation,,Asia/Shanghai,
138.130.15.76,cpe-138-130-15-76.qb50.nqld.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
176.28.29.91,n176-28-29-91.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
64.4.232.107,107-232-4-64.mtaonline.net,Palmer,Alaska,US,"61.5994,-149.1146","AS11090 Matanuska Telecom Association, Incorporated",99645,America/Anchorage,
167.89.210.88,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
17.253.127.213,usdal4-vip-bx-007.a.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
61.238.197.4,061238197004.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
108.168.0.28,dhcp-108-168-0-28.cable.user.start.ca,London,Ontario,CA,"42.9834,-81.2330",AS40788 Start Communications,N6B,America/Toronto,
80.218.233.200,80-218-233-200.dclient.hispeed.ch,Fleurier,Neuchâtel,CH,"46.9022,6.5825",AS6830 Liberty Global B.V.,2114,Europe/Zurich,
17.253.29.202,uklon5-vip-bx-004.b.aaplimg.com,Slough,England,GB,"51.5095,-0.5954",AS6185 Apple Inc.,SL1,Europe/London,
195.32.124.109,host109-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
38.125.224.164,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
144.6.46.190,,Sydney,New South Wales,AU,"-33.8678,151.2073",AS4764 Aussie Broadband,1001,Australia/Sydney,
110.147.134.43,cpe-110-147-134-43.vb13.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
180.64.9.44,,Seoul,Seoul,KR,"37.5500,126.9242",AS9318 SK Broadband Co Ltd,04067,Asia/Seoul,
98.100.55.66,rrcs-98-100-55-66.central.biz.rr.com,Mount Sterling,Kentucky,US,"38.0565,-83.9433",AS10796 Charter Communications Inc,40353,America/New_York,
176.28.27.99,ds176-28-27-99.cnet.psmanaged.com,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
210.6.240.78,210006240078.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
69.250.27.107,c-69-250-27-107.hsd1.md.comcast.net,Towson,Maryland,US,"39.4143,-76.5761","AS7922 Comcast Cable Communications, LLC",21286,America/New_York,
12.205.14.114,,Columbus,Kansas,US,"37.1692,-94.8441",AS40230 Columbus Telephone Company Incorporated,66725,America/Chicago,
199.180.113.40,199.180.113.40.16clouds.com,Los Angeles,California,US,"34.0559,-118.2666",AS21887 Fiber Logic Inc.,90017,America/Los_Angeles,
98.10.112.70,cpe-98-10-112-70.rochester.res.rr.com,Fairport,New York,US,"43.0987,-77.4419",AS11351 Charter Communications Inc,14450,America/New_York,
199.47.249.68,mcwipu.myakkatech.com,Utopia,Florida,US,"27.2901,-82.3601","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
206.125.138.123,gens-206-125-138-123.geneseo.net,Atkinson,Illinois,US,"41.4209,-90.0151",AS15129 Geneseo Telephone Company,61235,America/Chicago,
123.203.144.243,123203144243.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
66.63.225.157,inet-66-63-225-157.industryinet.com,Carmine,Texas,US,"30.1494,-96.6861","AS32262 Industry I-Net, Inc.",78932,America/Chicago,
137.119.121.95,137-119-121-95.peoplescom.net,Winnsboro,Texas,US,"32.9573,-95.2902",AS40317 Peoples Communications Inc.,75494,America/Chicago,
17.253.69.202,jptyo5-vip-bx-004.b.aaplimg.com,Tokyo,Tokyo,JP,"35.6895,139.6917",AS6185 Apple Inc.,101-8656,Asia/Tokyo,
68.168.206.36,,Josephine,Texas,US,"33.0612,-96.3072",AS40317 Peoples Communications Inc.,75164,America/Chicago,
17.253.23.19,usden5-edge-bx-010.aaplimg.com,Denver,Colorado,US,"39.7392,-104.9847",AS6185 Apple Inc.,80203,America/Denver,
17.253.28.75,uklon5-edge-get-006.a.aaplimg.com,Slough,England,GB,"51.5095,-0.5954",AS6185 Apple Inc.,SL1,Europe/London,
17.253.127.165,usdal4-edge-bx-019.b.aaplimg.com,Dallas,Texas,US,"32.7831,-96.8067",AS714 Apple Inc.,75201,America/Chicago,
123.202.52.83,123202052083.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
141.66.193.33,zbmed.fiz-karlsruhe.de,Karlsruhe,Baden-Wurttemberg,DE,"49.0094,8.4044",AS13040 FIZ Karlsruhe - Leibniz-Institut fuer Informationsinfrastruktur GmbH,76133,Europe/Berlin,
207.43.77.93,207-43-77-93.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
195.32.115.229,host229-115-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
17.253.3.200,usnyc3-vip-bx-003.b.aaplimg.com,New York City,New York,US,"40.7143,-74.0060",AS6185 Apple Inc.,10001,America/New_York,
66.234.34.7,66-234-34-7.beanfield.net,Toronto,Ontario,CA,"43.7001,-79.4163",AS21949 Beanfield Technologies Inc.,M5A,America/Toronto,
86.95.252.102,86-95-252-102.fixed.kpn.net,Culemborg,Gelderland,NL,"51.9483,5.2305",AS1136 KPN B.V.,4103,Europe/Amsterdam,
198.153.110.238,,Boone,Iowa,US,"42.0597,-93.8802",AS5056 Aureon Network Services,50037,America/Chicago,
17.253.109.203,frcch1-vip-bx-003.aaplimg.com,Clichy,Île-de-France,FR,"48.9002,2.3095",AS6185 Apple Inc.,92110,Europe/Paris,
209.152.91.202,,Polk City,Iowa,US,"41.7714,-93.7130",AS5056 Aureon Network Services,50226,America/Chicago,
104.244.118.184,mcfiuu.myakkatech.com,Sarasota,Florida,US,"27.3390,-82.3473","AS16803 Myakka Technologies, Inc.",34240,America/New_York,
195.32.124.230,host230-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
58.168.247.201,cpe-58-168-247-201.static.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
65.20.152.81,,Baghdad,Baghdad,IQ,"33.3406,44.4009",AS203214 Hulum Almustakbal Company for Communication Engineering and Services Ltd,,Asia/Baghdad,
210.210.240.115,,Cheonan,Chungcheongnam-do,KR,"36.8065,127.1522",AS9756 SK Broadband Co Ltd,31126,Asia/Seoul,
167.89.226.69,,Yantis,Texas,US,"32.9304,-95.5750",AS40317 Peoples Communications Inc.,75497,America/Chicago,
167.89.216.118,,Pittsburg,Texas,US,"32.9954,-94.9658",AS40317 Peoples Communications Inc.,75686,America/Chicago,
135.131.204.45,h135-131-204-45.ashwwi.broadband.dynamic.tds.net,Appleton,Wisconsin,US,"44.2619,-88.4154",AS4181 TDS TELECOM,54914,America/Chicago,
17.253.105.25,nlsrk1-edge-bx-013.aaplimg.com,Amsterdam,North Holland,NL,"52.3740,4.8897",AS6185 Apple Inc.,1012,Europe/Amsterdam,
141.95.0.158,mobil.dh5dax.de,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",AS16276 OVH SAS,60306,Europe/Berlin,
138.19.34.148,138019034148.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
203.129.213.102,,Gandhinagar,Gujarat,IN,"23.2167,72.6833",AS7633 Software Technology Parks of India,382042,Asia/Kolkata,
43.254.147.87,,Shanghai,Shanghai,CN,"31.2222,121.4581",AS138421 China Unicom,,Asia/Shanghai,
